코 드,적용일자,품 명,규 격,단 위,상한금액,제조회사,재 질,수입업소,급여구분,구분변경
J5003031,20250401,EDWARDS EXPANDABLE INTRODUCER SHEATH SET,전규격,1KIT,24180,EDWARDS LIFESCIENCES/ LLC,POLYCARBONATE 등,에드워즈라이프사이언시스코리아,급여,
J5003032,20250401,GENOSS INTRODUCER SHEATH,전규격,1EA,24180,GENOSS,ETFE 등,(주)제노스,급여,
J5003090,20250401,SEAL SHEATH,10FR이상 /전규격,1EA,24180,S&G BIOTECH,LDPE 등,에스앤지바이오텍,급여,
J5003105,20250401,ULTIMUM HEMOSTASIS INTRODUCER,10FR이상 18FR미만/전규격,1EA,24180,ABBOTT MEDICAL,POLYCARBONATE 등,애보트메디칼코리아유한회사,급여,
J5003106,20250401,SENTRANT INTRODUCER SHEATH,18FR미만 /전규격,1EA,24180,MEDTRONIC INC.,POLYETHYLENE 등,메드트로닉코리아,급여,
J5003118,20250401,SUPER ARROWFLEX SHEATH INTRODUCER SET,9FR이하/16CM이하,1EA,24180,ARROW INTERNATIONAL LLC SUBSIDIARY OF TELEFLEX INCORPORATED,폴리에테르-폴리우레탄 등,텔레플렉스코리아(유),급여,
J5003130,20250401,PRELUDE F/R SHEATH INTRODUCER,9FR이하/16CM이하,1EA,24180,MERIT MEDICAL SYSTEMS/ INC.,POLYETHYLENE 등,메리트메디칼코리아,급여,
J5003131,20250401,ASCENDRA PLUS/CERTITUDE INTRODUCER SHEATH SET,전규격,1KIT,24180,EDWARDS LIFESCIENCES/ LLC,POLYCARBONATE 등,에드워즈라이프사이언시스코리아,급여,
J5003132,20250401,GENOSS INTRODUCER SHEATH (F),전규격,1EA,24180,GENOSS,ETFE 등,(주)제노스,급여,
J5003190,20250401,SEAL SHEATH DILATOR,18FR 미만,1EA ,24180,S&G BIOTECH,폴리에틸렌 등 ,(주)에스앤지바이오텍,급여,
J5003206,20250401,SENTRANT INTRODUCER SHEATH,18FR미만/전규격,1EA,24180,MEDTRONIC INC.,POLYETHYLENE 등,메드트로닉코리아,급여,
J5003230,20250401,PRELUDE PRO SHEATH INTRODUCER,전규격,1EA,24180,MERITMEDICALSYSTEMSINC,폴리프로필렌 등,메리트메디칼코리아주식회사,급여,
J5003901,20250401,LOTUS INTRODUCER,전규격,1EA,24180,CREGANNA TACTX MEDICAL,폴리에테르블록아미드 등,보스톤사이언티픽코리아,급여,
J5003902,20250401,ISLEEVE EXPANDABLE INTRODUCER SET,전규격,1EA,24180,BOSTON SCIENTIFIC CORPORATION,POLYETHER BLOCK AMIDE 등 ,보스톤사이언티픽코리아(주),급여,
J5004001,20250401,PEEL-AWAY SHEATH,전규격,1EA,49720,ANGIODYNAMICS/ INC,HDPE/LDPE,㈜파미케어,급여,
J5004002,20250401,PEEL-AWAY ADULT INTRODUCER,전규격,1EA,51750,COOK,RADIOPAQUE TFE,유한회사 쿡메디칼코리아,급여,
J5004005,20250401,PEEL-AWAY INTRODUCER DI-LOCK,전규격,1EA,50680,ABBOTT MEDICAL,-,애보트메디칼코리아유한회사,급여,
J5004007,20250401,PEELABLE INTRODUCER,전규격,1EA,51750,B.BRAUN,,비브라운코리아,급여,
J5004009,20250401,PEEL AWAY SHEATH,전규격,1EA,51750,ARROW,POLYURETHANE,케이씨피,급여,
J5004010,20250401,PEEL-AWAY SHEATH,전규격,1EA,51750,BARD ACCESS SYSTEMS/ INC.,POLYURETHANE외,벡톤디킨슨코리아(주),급여,
J5004020,20250401,SWM PEEL AWAY SHEATH,전규격,1EA,51750,SUNG WON MEDICAL,HDPE 등,성원메디칼,급여,
J5004027,20250401,PRELUDE SNAP SPLITTABLE SHEATH INTRODUCER,전규격,1EA,51750,MERIT MEDICAL SYSTEM/ INC.,폴리우레탄 폴리머 등,메리트메디칼코리아㈜,급여,
J5004031,20250401,PEEL-AWAY INTRODUCER,전규격,1EA,51750,PLAN 1 HEALTH S.R.L,TEFLON,주식회사 박스터코리아,급여,
J5004047,20250401,PEEL-AWAY INTRODUCER,전규격,1EA,51750,SMITH MEDICAL MD/ INC,,(주)한국젬스,급여,
J5004051,20250401,PEEL-AWAY INTRODUCER,전규격,1EA,50790,COVIDIEN LLC.,POLYURETHANE,메드트로닉코리아,급여,
J5004053,20250401,VASCULAR ACCESS SHEATH,전규격,1EA,51750,MEDICAL COMPONENTS/ INC. DBA MEDCOMP,FEP등,동국생명과학㈜,급여,
J5004054,20250401,GLIDEPATH SLIM AIRGUARD VALVED INTRODUCER,전규격,1EA,51750,BARD PERIPHERAL VASCULAR/ INC.,폴리프로필렌 등,벡톤디킨슨코리아(주),급여,
J5004063,20250401,PEEL AWAY SHEATH,전규격,1EA,51750,MEDIANA,HDPE등,(주)메디아나,급여,
J5004069,20250401,PEEL AWAY INTRODUCER SHEATH,전규격,1EA,51750,BARD ACCESS SYSTEMS/ INC.,PTFE 등,벡톤디킨슨코리아(주),급여,
J5004070,20250401,PEEL AWAY SHEATH,전규격,1EA,51750,INSUNG MEDICAL,PTFE 등,(주)인성메디칼,급여,
J5004094,20250401,LI-XX PLUS PTFE PEELABLE INTRODUCER,전규격,1EA,51750,GREATBATCH MEDICAL,PTFE 등,바이오트로닉코리아,급여,
J5004105,20250401,PEEL AWAY INTRODUCER,전규격,1EA,51750,ABBOTT MEDICAL,-,애보트메디칼코리아유한회사,급여,
J5004109,20250401,PICC PEEL AWAY SHEATH,전규격,1EA,51750,ARROW,POLYPROPYLENE,케이씨피,급여,
J5004136,20250401,NEOCATH SPLIT,전규격,1EA,49840,VYGON GMBH & CO.KR,POLYURETHANE외,인성메디칼,급여,
J5004151,20250401,PALINDROME PEEL AWAY SHEATH,전규격,1EA,51750,COVIDIEN LLC,고밀도 폴리에틸렌 등,메드트로닉코리아(유),급여,
J5004153,20250401,VALVED INTRODUCER,전규격,1EA,51750,MEDICAL COMPONENTS/ INC. DBA MEDCOMP,FEP,동국생명과학㈜,급여,
J5004168,20250401,MICRO INTRODUCER,전규격,1EA,51750,BARD ACCESS SYSTEM/INC,PTFE,바드코리아,급여,
J5004183,20250401,PERCUTANEOUS INTRODUCER SETS,전규격,1EA,51750,PHS MEDICAL GMBH,POLYURETHANE 등,대방메디칼,급여,
J5004268,20250401,INTRODUCER,전규격,1EA,51750,BARD ACCESS SYSTEMS/ INC,PTFE 등,벡톤디킨슨코리아(주),급여,
J5004368,20250401,AIRGUARD VALVED INTRODUCER,전규격,1EA,51750,BARD ACCESS SYSTEMS/ INC.,폴리프로필렌 등,바드코리아㈜,급여,
J5004468,20250401,AIRGUARD VALVED INTRODUCER,전규격,1EA,51750,BARD ACCESS SYSTEMS/ INC.,폴리프로필렌 등,벡톤디킨슨코리아(주),급여,
J5004568,20250401,AIRGUARD VALVED INTRODUCER,전규격,1EA,51750,BARD ACCESS SYSTEM/ INC,POLYURETHANE 등,벡톤디킨슨코리아(주),급여,
J5004569,20250401,PEELABLE SHEATH,전규격,1EA,51750,SUNGWON MEDICAL CO./ LTD.,HDPE,성원메디칼(주),급여,
J5004668,20250401,INTRODUCER AIRGUARD,전규격,1EA,51750,BARD ACCESS SYSTEMS/ INC.,PTFE 등,벡톤디킨슨코리아(주),급여,
J5005012,20250401,DESILETS-HOFFMAN ADULT INTRODUCER,전규격,1EA,63490,COOK,RADIOPAQUE TFE,쿡메디칼코리아,급여,
J5005102,20250401,FLEXOR BALKIN UP&OVER CONTRALATERAL INTRODUCER SHEATH,전규격,1EA,63490,COOK,PTFE,쿡메디칼코리아,급여,
J5006002,20250401,CHECK-FLO PERFORMER INTRODUCER,전규격,1EA,72830,COOK,,유한회사 쿡메디칼코리아,급여,
J5006005,20250401,TRANSSEPTAL INTRODUCER SHEATH,전규격,1EA,72830,ABBOTT MEDICAL,-,애보트메디칼코리아유한회사,급여,
J5006006,20250401,TRANSSEPTAL INTRODUCER CATHETER,전규격,1EA,72830,MEDTRONIC AVE,,메드트로닉코리아,급여,
J5010001,20250401,ACCUSTIC INTRODUCER,전규격,1EA,26560,BOSTON SCIENTIFIC CORPORATION,POLYETHYLENE,보스톤사이언티픽코리아,급여,
J5010003,20250401,YELLOW SHEATH,전규격,1EA,26560,BIOTEQUE,POLYETHYLENE/STAINLESS STEEL,(주)투세이프,급여,
J5010014,20250401,YELLOW SHEATH,전규격,1EA,22440,A & A M.D,POLYETHYLENE + STAINLESS STEEL,에이앤에이엠디,급여,
J5010015,20250401,3S ACCESS SHEATH,전규격,1EA,26560,DUKWOO MEDICAL,ETHYLENE TETRAFLUOROETHYLENE 등,덕우메디칼,급여,
J5010016,20250401,JS YELLOW SHEATH,전규격,1EA,26560,JUNGSUNG MEDICAL,POLYETHER BLOCK AMIDE,정성메디칼,급여,
J5010020,20250401,SUNGWON INTRODUCER CATHETER,전규격,1EA,26560,SUNGWON MEDICAL,P0LYURETHANE,성원메디칼,급여,
J5010027,20250401,MAK-NV,전규격,1EA,26560,MERIT MEDICAL SYSTEMS/ INC.,폴리에틸렌/ 304 스테인레스 강 등,메리트메디칼코리아㈜,급여,
J5010030,20250401,NORANG,전규격,1EA,26560,3AM,POLYTETRAFLUOROETHYLENE 등,(주)쓰리에이엠,급여,
J5010085,20250401,MICRO STICK INTRODUCER,전규격,1EA,26560,MEDCOMP/ INC.,POLYETHYLENE,에스와이메디케어,급여,
J5010086,20250401,K-SHEATH,전규격,1EA,26560,JJ MEDICAL,폴리테트라플루오로에틸렌,제이제이 메디칼,급여,
J5010114,20250401,PRE-SHEATH,전규격,1EA,26560,A & A M.D,POLYTETRAFLUOROETHYLENE 등,에이앤에이엠디,급여,
J5010115,20250401,3S-PERCUTANEOUS ACCESS KIT(HAIR WIRE포함),전규격,KIT,64420,DUKWOO,ETHYLENE TETRAFLUOROETHYLENE/ NITINOL 외,덕우메디칼,급여,
J5010199,20250401,INTRODUCER SET 3P(HAIR WIRE 포함),전규격,KIT,64420,BIOTEQUE,POLYURETHANE/ PVP 등,(주)투세이프,급여,
J5010215,20250401,3S PERCUTANEUOS ACCESS INTRODUCER,전규격,1EA,26560,DUKWOO MEDICAL,ETHYLENE TETRAFLUOROETHYLENE 등,덕우메디칼,급여,
J5010302,20250401,NEFF PECUTANEOUS ACCESS INTRODUCER SHEATH,전규격,1EA,26560,COOK INCORPORATED,HI DENSITY POLYETHLENE 등,유한회사 쿡메디칼코리아,급여,
J5010303,20250401,GREEN PERCUTANEOUS ACCESS SET,전규격,KIT,64420,GREEN MEDICAL SUPPLY CO. LTD,니켈-티타늄 합금(100%)/ 고밀도 폴리에틸렌 (100%)/ 304 스테인레스 강(100%) 등,(주)그린메디칼서플라이,급여,
J5010304,20250401,GREEN YELLOW SHEATH,전규격,1EA,26560,GREEN MEDICAL SUPPLY CO. LTD,고밀도 폴리에틸렌(100%),(주)그린메디칼서플라이,급여,
J5010315,20250401,3S ACCESS SHEATH,전규격,1EA,26560,DUKWOOMEDICAL,ETHYLENE TETRAFLUOROETHYLENE 등,(주)덕우메디칼,급여,
J5011002,20250401,COAXIAL CATHETER PAIR,전규격,1EA,14000,COOK,POLYETHYLENE,쿡메디칼코리아,급여,
J5011003,20250401,GREEN MICROPUNCTURE SET,전규격,KIT,45480,GREEN MEDICAL SUPPLY CO. LTD,니켈-티타늄 합금(100%)/ 고밀도 폴리에틸렌 (100%)/ 304 스테인레스 강(100%) 등,(주)그린메디칼서플라이,급여,
J5011004@,20250401,GREEN INTRODUCER SHEATH,전규격,1EA,14000,GREENMEDICALSUPPLY,고밀도 폴리에틸렌 (100%)/ 304 스테인레스 강(100%) 등,(주)그린메디칼서플라이,급여,
J5011005,20250401,CAPELLA WITH SS&SS GW,전규격,KIT,45480,GREATBATCH MEDICAL,HDPE 등,벡톤디킨슨코리아(주),급여,
J5011011,20250401,MINI-STICK COAXIAL DILATOR SET (HAIR WIRE포함),전규격,KIT,45480,ANGIODYNAMICS/ INC,HDPE 등,㈜파미케어,급여,
J5011015,20250401,3S MICRO INTRODUCER,전규격,1EA,14000,DUKWOO,ETHYLENE TETRA FLUORO ETHYLENE 등,덕우메디칼,급여,
J5011020,20250401,MAS-MICRO SHEATH,전규격,1EA,14000,SUNGWON MEDICAL,HD POLYETHYLENE 등,성원메디칼,급여,
J5011085,20250401,MICRO STICK INTRODUCER,전규격,1EA,14000,MEDICAL COMPONENTS/ INC .DBA-MEDCOMP/INC,SOLTEX HDPE/ MDPE/HDPE/ STAINLESS STEEL 등,에스와이메디케어,급여,
J5011086,20250401,FINOPUNCTURE MPS,전규격,1EA,45480,MEDIANA,폴리아마이드 11 등,(주)메디아나,급여,
J5011092,20250401,MICRO-INTRODUCER KITS,전규격,1EA,45480,GALT MEDICAL CORP.,POLYETHER BLOCK POLYAMIDE COPOLYMER 등,(주)바소케어,급여,
J5011105,20250401,CAPELLA WITH SS&AUW GW,전규격,KIT,45480,GREATBATCH MEDICAL,HDPE 등,벡톤디킨슨코리아(주),급여,
J5011115,20250401,3S-MICRO INTRODUCER KIT(HAIR WIRE포함),전규격,KIT,45480,DUKWOO,ETHYLENE TETRAFLUOROETHYLENE/ NITINOL 외,덕우메디칼,급여,
J5011120,20250401,MAS-MICRO SHEATH SET(HAIR WIRE 포함),전규격,1EA,45480,SUNGWON MEDICAL,HD POLYETHYLENE 등,성원메디칼,급여,
J5011190,20250401,RADIOMATE ACCESS KIT(HAIR WIRE포함),전규격,KIT,45480,S&G BIOTECH,HDPE 등,에스앤지바이오텍,급여,
J5011205,20250401,CAPELLA WITH NI&AUW GW,전규격,KIT,45480,GREATBATCH MEDICAL,HDPE 등,벡톤디킨슨코리아(주),급여,
J5011290,20250401,RADIOMATE ACCESS KIT - F ,전규격,1EA,45480,S&G BIOTECH,폴리아마이드 11 등,(주)에스앤지바이오텍,급여,
J5011291,20250401,MICRO-INTRODUCER KITS,전규격,KIT,45480,BARD ACCESS SYSTEM/ INC.,PTFE,벡톤디킨슨코리아(주),급여,
J5012013,20250401,PREFACE BRAIDED GUIDING SHEATH,전규격,1EA,150350,BIOSENSE WEBSTER/INC,-,한국존슨앤드존슨메디칼,급여,
J5012066,20250401,FAST-CATH GUIDING INTRODUCER,전규격,1EA,150350,ABBOTT MEDICAL,-,애보트메디칼코리아유한회사,급여,
J5012166,20250401,SWARTZ TRANSSEPTAL GUIDING INTRODUCER,전규격,1EA,150350,ABBOTT MEDICAL,PEBAX/POLYCARBONATE 등,애보트메디칼코리아유한회사,급여,
J5012266,20250401,SWARTZ BRAIDED TRANSSEPTAL GUIDING INTRODUCER LAMP SERIES,전규격,1EA,150350,ABBOTT MEDICAL,PEBAX/ POLYCARBONATE 등 ,애보트메디칼코리아유한회사,급여,
J5012361,20250401,PATHBUILDER BRAIDED GUIDING INTRODUCER,전규격,1EA,150350,SHANGHAI MICROPORT EP MEDTECH CO./ LTD.,HDPE/ PEBAX 등,(주)새론네트웍스,급여,
J5012366,20250401,FAST-CATH TRANSSEPTAL GUIDING INTRODUCER,전규격,1EA,150350,ABBOTT MEDICAL,POLYETHYLENE 등,애보트메디칼코리아 유한회사,급여,
J5013066,20250401,FAST-CATH DUO HEMOSTASIS INTRODUCER,16CM이하,1EA,34900,ABBOTT MEDICAL,POLYCARBONATE+PVC+SILICONE등,애보트메디칼코리아유한회사,급여,
J5013166,20250401,FAST-CATH DUO HEMOSTASIS INTRODUCER,17-40CM,1EA,34900,ABBOTT MEDICAL,POLYCARBONATE+PVC+SILICONE등,애보트메디칼코리아유한회사,급여,
J5014066,20250401,FAST-CATH TRIO HEMOSTASIS INTRODUCER,16CM이하,1EA,44600,ABBOTT MEDICAL,POLYCARBONATE+PVC+SILICONE등,애보트메디칼코리아유한회사,급여,
J5014166,20250401,FAST-CATH TRIO HEMOSTASIS INTRODUCER,17-40CM,1EA,44600,ABBOTT MEDICAL,POLYCARBONATE+PVC+SILICONE등,애보트메디칼코리아유한회사,급여,
J5015003,20250401,SELECTRA,전규격,1EA,149510,BIOTRONIK SE&CO.KG,POLYETHER BLOCK AMIDE/ STAINLESS STEEL 등,바이오트로닉코리아,급여,
J5015006,20250401,ATTAIN LEFT-HEART DELIVERY SYSTEM,전규격,1SET,149510,MEDTRONIC IRELAND,POLYETHER BLOCK AMIDE등,메드트로닉코리아,급여,
J5015026,20250401,ATTAIN COMMAND LEFT HEART DELIVERY SYSTEM,전규격,1EA,149510,MEDTRONIC INC,STAINLESS STEEL/ HYDROPHILIC POLYMER/ PEBA,메드트로닉코리아,급여,
J5015101,20250401,ACUITY BREAK-AWAY GUIDE CATHETER,전규격,1EA,149510,BOSTON SCIENTIFIC CORPORATION,STAINLESS STEEL/ PTFE/ PEBAX 등,보스톤사이언티픽코리아,급여,
J5015166,20250401,CPS PL ,전규격,1EA,149510,ST. JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,PEBAX/ 40% BASO4 등,애보트메디칼코리아유한회사,급여,
J5015201,20250401,ACUITY PRO GUIDE CATHETER,전규격,1EA,149510,BOSTON SCIENTIFIC CORPORATION,POLYETHER BLOCK AMIDE 등,보스톤사이언티픽코리아,급여,
J5015266,20250401,CPS DIRECT SL II,전규격,1EA,149510,ST. JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,POLYETHER BLOCK AMIDE등,애보트메디칼코리아유한회사,급여,
J5016002,20250401,DESILET HOFFMAN INTRODUCER SET,전규격,1EA,71270,COOK,RADIOPAQUE FEP,유한회사 쿡메디칼코리아,급여,
J5016031,20250401,A-SPIR,6-8FR이하/13CM,1EA,71270,ANAMD,POLYAMIDES/ POLYCARBONATE 등,(주)에이앤에이엠디,급여,
J5017002,20250401,McNAMARA DOUBLE CHECK-FLO INTRODUCER SET,전규격,1EA,130670,COOK,RADIOPAQUE FEP,유한회사 쿡메디칼코리아,급여,
J5018006,20250401,ATTAIN SELECT Ⅱ DELIVERY CATHETER SYSTEM,전규격,1SET,130090,MEDTRONIC INC,PEBA/ STAINLESS STEEL/ PTFE등,메드트로닉코리아,급여,
J5018066,20250401,CPS AIM SL,전규격,1EA,130090,ST. JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,POLYETHER BLOCK AMIDE등,애보트메디칼코리아유한회사,급여,
J5018266,20250401,SELECTRA IC,전규격,1EA,130090,BIOTRONIK SE&CO.KG,POLYETHER BLOCK AMIDE등,바이오트로닉코리아,급여,
J5020016,20250401,SENTRANT INTRODUCER SHEATH,18FR이상/전규격,1EA,148400,MEDTRONIC INC.,POLYETHYLENE 등,메드트로닉코리아,급여,
J5020027,20250401,HEARTSPAN TRANSSEPTAL NEEDLE,전규격,1EA,247160,MERIT MEDICAL SYSTEMS/ INC.,304 스테인리스 강 등,메리트메디칼코리아㈜,급여,
J5020057,20250401,BUD^S NEEDLE,전규격,1EA,247160,MEDWIN,STAINLESS STEEL 410 등,(주)메드윈,급여,
J5020066,20250401,TRANSSEPTAL NEEDLE BRK SERIES,전규격,1EA,247160,ABBOTT MEDICAL,-,애보트메디칼코리아유한회사,급여,
J5020106,20250401,BROCKENBROUGH NEEDLE(멸균),전규격,1EA,247160,MEDTRONIC/ INC.,STAINLESS STEEL 304 등,메드트로닉코리아,급여,
J5020107,20250401,PATHBUILDER TRANSSEPTAL NEEDLE,전규격,1EA,247160,SHANGHAI MICROPORT EP MEDTECH CO./ LTD.,STAINLESS STEEL 304 등,(주)새론네트웍스,급여,
J5023006,20250401,SENTRANT INTRODUCER SHEATH,18FR이상 /전규격,1EA,148400,MEDTRONIC INC.,POLYETHYLENE 등,메드트로닉코리아,급여,
J5023007,20250401,SEAL SHEATH DILATOR,18FR 이상/ 전규격,1EA ,133560,S&G BIOTECH,폴리에틸렌/실리콘 등 ,(주)에스앤지바이오텍,급여,
J5023008,20250401,ULTIMUM HEMOSTASIS INTRODUCER,18FR이상/전규격,1EA,133560,ABBOTT MEDICAL,POLYETHYLENE,애보트메디칼코리아 유한회사,급여,
J5035001,20250401,SSPC DELIVERY CATHETER,전규격,1EA,149510,CENTERPOINT SYSTEMS LLC.,폴리에테르 블록 아마이드 등,보스톤사이언티픽코리아(주),급여,
J5035006,20250401,C315 DELIVERY CATHETER,전규격,1EA,134550,MEDTRONIC/ INC. ,POLYURETHANE 등,메드트로닉코리아,급여,
J5035066,20250401,CPS LOCATOR 3D DELIVERY CATHETER,전규격,1EA,134550,CENTERPOINT SYSTEMS LLC.,폴리에테르 블록 아마이드 등,애보트메디칼코리아 유한회사,급여,
J5083002,20250401,FIREHAWK RAPAMYCIN TARGET ELUTING CORONARY STENT SYSTEM,전규격,1EA,1807730,SHANGHAI MICROPORT MEDICAL (GROUP) CO./ LTD.,L605 COBALT CHROMIUM ALLOY/ SIROLIMUS 등,(주)서호메디코,급여,
J5083094,20250401,ORSIRO & ORSIRO MISSION,전규격,1EA,1807730,BIOTRONIK AG,약물(SIROLIMUS)+STENT(COBALT-CHROMIUM ALLOY),바이오트로닉코리아,급여,
J5083107,20250401,COROFLEX ISAR,전규격,1EA,1807730,BBRAUN MELSUNGEN AG,COCR ALLOY+약물(SIROLIMUS/ PROBUCOL),비브라운코리아,급여,
J5083140,20250401,XIENCE PRIME EVEROLIMUS ELUTING CORONARY STENT SYSTEM,전규격,1EA,1807730,ABBOTT VASCULAR,EVEROLIMUS COATED COCR ALLOY,애보트메디칼코리아유한회사,급여,
J5083173,20250401,BIOMATRIX FLEX(NEOFLEX) BIOLIMUS A9 ELUTING CORONARY STENT SYSTEM,전규격,1EA,1807730,BIOSENSORS EUROPE SA,STAINLESS STEEL+약물(BIOLIMUS A9),바이오센서스유한회사,급여,
J5083206,20250401,RESOLUTE INTEGRITY,전규격,1EA,1807730,MEDTRONIC INC,STENT(COBALT-CHROMIUM ALLOY)+약물(ZOTAROLIMUS),메드트로닉코리아,급여,
J5083237,20250401,DESYNE X2 NOVOLIMUS ELUTING CORONARY STENT SYSTEM,전규격,1EA,1807730,ELIXIR MEDICAL CORPORATION,STENT(COBALT CHROMIUM ALLOY)+약물(NOVOLIMUS),(주)퀄리텍코리아,급여,
J5083240,20250401,XIENCE XPEDITION EVEROLIMUS ELUTING CORONARY STENT SYSTEM,전규격,1EA,1807730,ABBOTT VASCULAR,COCR ALLOY+약물(EVEROLIMUS),애보트메디칼코리아유한회사,급여,
J5083301,20250401,NOBORI TM DRUG ELUTING CORONARY STENT,전규격,1EA,1807730,TERUMO EUROPE,약물(BIOLIMUS) +STAINLESS STEEL,한국테루모,급여,
J5083501,20250401,ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM,전규격,1EA,1807730,TERUMO EUROPE N.V.,약물(SIROLIMUS)+STENT(COBALT-CHROMIUM ALLOY),한국테루모,급여,
J5083502,20250401,FIREHAWK LIBERTY RTESS,전규격,1EA,1807730,SHANGHAI MICROPORT MEDICAL (GROUP) CO./ LTD.,L605 COBALT CHROMIUM ALLOY/ SIROLIMUS 등,(주)서호메디코,급여,
J5084040,20250401,ABSORB BIORESORBABLE VASCULAR SCAFFOLD(BVS) SYSTEM,전규격,1EA,2094490,ABBOTT VASCULAR,POLY(L-LACTIDE)/PLLA,애보트메디칼코리아유한회사,급여,
J5084140,20250401,ABSORB GT1 BIORESORBABLE VASCULAR SCAFFOLD (BVS) SYSTEM,전규격,1EA,2094490,ABBOTT VASCULAR,POLY(L-LACTIDE) 등,애보트메디칼코리아유한회사,급여,
J5086017,20250401,PRIMUM HYDROPHILIC GUIDING CATHETER,전규격,1EA,131660,PENDRACARE INTERNATIONAL B.V.,PEBAX 등,오메드,급여,
J5086018,20250401,MAC GUIDING CATHETER,전규격,1EA,131660,3AM,폴리에테르 블록 아마이드 등,(주)쓰리에이엠,급여,
J5086019,20250401,MARCH GUIDING CATHETER,전규격,1EA,131660,APT MEDICAL INC.,PEBAX/PTFE,코아엠,급여,
J5086027,20250401,VAS-PASS,전규격,1EA,131660,SHANGHAI KINDLY MEDICAL INSTRUMENTS CO./ LTD.,PEBAX 등,주식회사엠메디텍,급여,
J5086086,20250401,혈관내가이딩카테터,전규격,1EA,131660,JJMEDICAL,PEBAX,제이제이 메디칼,급여,
J5087002,20250401,FLEXOR ANSEL GUIDING SHEATH,전규격,1EA,179480,COOK INCORPORATED,폴리아마이드 엘라스토머 등,쿡메디칼코리아,급여,
J5087003,20250401,DI GUIDING CATHETER,전규격,1EA,179480,3AM,폴리에테르 블록 아마이드 등,(주)쓰리에이엠,급여,
J5087014,20250401,MAC GUIDING CATHETER,전규격,1EA,179480,AAMD,폴리에테르 블록 아마이드 등,(주)에이앤에이엠디,급여,
J5087016,20250401,HALO ONE THIN-WALLED GUIDING SHEATH,전규격,1EA,179480,CLEARSTREAM TECHNOLOGIES LTD.,POLYAMIDE 등,벡톤디킨슨코리아(주),급여,
J5087018,20250401,SUPER ARROW FLEX SHEATH INTRODUCER SET WITH WIRE GUIDES,전규격,1EA,179480,ARROW INTERNATIONAL LLC SUBSIDIARY OF TELEFLEX INCORPORATED,폴리에테르-폴리우레탄 / 스테인리스 스틸 등,텔레플렉스코리아(유),급여,
J5087019,20250401,PRELUDE ROADSTER GUIDE SHEATH,전규격,1EA,179480,MERIT MEDICAL SYSTEMS/ INC.,POLYAMIDE 등,메리트메디칼코리아주식회사,급여,
J5087029,20250401,DESTINATION,전규격,1EA,179480,TERUMO CORPORATION,POLYAMIDE ELASTOMER 등,한국테루모,급여,
J5087055,20250401,ENDORAIL LONG GUIDING SHEATH,전규격,1EA,179480,CVBIO,POLYAMID 12 외,(주)시브이바이오,급여,
J5087102,20250401,FLEXOR BALKIN GUIDING SHEATH,전규격,1EA,179480,COOK INCORPORATED,폴리에테르 블록 폴리아마이드 공중합체 등,쿡메디칼코리아,급여,
J5087103,20250401,SUFFERO GUIDING CATHETER,전규격,1EA,179480,3AM,폴리에테르 블록 아마이드 등,(주)쓰리에이엠,급여,
J5087104,20250401,GRAFIA-GC,전규격,1EA,179480,SUNGJIN-HITECH CO./ LTD,POLYAMIDE 등,(주)성진하이텍,급여,
J5087114,20250401,GAMA,전규격,1EA,179480,ANAMD,POLYAMIDES/ POLYCARBONATE 등,(주)에이앤에이엠디,급여,
J5087118,20250401,SUPER ARROWFLEX SHEATH INTRODUCER SET,전규격,1EA,179480,ARROW INTERNATIONAL LLC SUBSIDIARY OF TELEFLEX INCORPORATED,폴리에테르-폴리우레탄 등,텔레플렉스코리아(유),급여,
