코 드,적용일자,급여구분,상한가,사용장려비,투여경로,품명,규 격,단 위,제약회사명,분류번호,주성분코드,전문/일반,퇴장방지구분,약품동등구분,저가약대체여부,예외의약구분,임의조제불가,고시일자,대응코드,희귀의약품구분,
648902201,2026-01-01,급여,143098,,주사,엔브렐50밀리그램프리필드주(에타너셉트/유전자재조합)_(50mg/1mL),1,mL/관,한국화이자제약(주),439,455831BIJ,전문의약품,,,,,,2025-12-24,,,
648902320,2026-01-01,급여,2057,,내복,라파뮨정1밀리그램(시롤리무스)_(1mg/1정),1,정,한국화이자제약(주),142,485501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648902330,2026-01-01,급여,3343,,내복,라파뮨정2밀리그램(시롤리무스)_(2mg/1정),1,정,한국화이자제약(주),142,485502ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648902510,2026-01-01,급여,1364,,내복,라파뮨정0.5밀리그램(시롤리무스)_(0.5mg/1정),1,정,한국화이자제약(주),142,485503ATB,전문의약품,,,,,,2025-12-24,,,
648902630,2026-01-01,급여,4664,,내복,아로마신정25mg(엑스메스탄)_(25mg/1정),1,정,한국화이자제약(주),421,358401ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648902961,2026-01-01,급여,46257,,주사,안자탁스주(파클리탁셀)_(30mg/5mL),5,mL/병,한국화이자제약(주),421,207830BIJ,전문의약품,,,,,,2025-12-24,,,
648902963,2026-01-01,급여,155433,,주사,안자탁스주(파클리탁셀)_(0.15g/25mL),25,mL/병,한국화이자제약(주),421,207832BIJ,전문의약품,,,,,,2025-12-24,,,
648902964,2026-01-01,급여,166469,,주사,안자탁스주(파클리탁셀)_(0.3g/50mL),50,mL/병,한국화이자제약(주),421,207835BIJ,전문의약품,,,,,,2025-12-24,,,
648902971,2026-01-01,급여,32439,,주사,화이자메토트렉세이트주1g_(1g/10mL),10,mL/병,한국화이자제약(주),421,192142BIJ,전문의약품,,,,,,2025-12-24,,,
648902981,2026-01-01,급여,7053,,주사,화이자빈크리스틴황산염주1mg/mL_(1mg/1mL),1,mL/병,한국화이자제약(주),421,248030BIJ,전문의약품,,,,,,2025-12-24,,,
648902991,2026-01-01,급여,120847,,주사,화이자메토트렉세이트주5g_(5g/50mL),50,mL/병,한국화이자제약(주),421,192143BIJ,전문의약품,,,,,,2025-12-24,,,
648903011,2026-01-01,급여,3446,,주사,화이자메토트렉세이트주25mg/mL_(50mg/2mL),2,mL/병,한국화이자제약(주),421,192139BIJ,전문의약품,,,,,,2025-12-24,,,
648903013,2026-01-01,급여,26277,,주사,화이자메토트렉세이트주25mg/mL_(0.5g/20mL),20,mL/병,한국화이자제약(주),421,192141BIJ,전문의약품,,,,,,2025-12-24,,,
648903021,2026-01-01,급여,31981,,주사,화이자펜타미딘이세티온산염주300mg_(0.3g/1병),1,병,한국화이자제약(주),616,210301BIJ,전문의약품,,,,,,2025-12-24,,,
648903041,2026-01-01,급여,5062,,주사,나이트로프레스주(니트로푸루시드나트륨)_(50mg/2mL),2,mL/병,한국화이자제약(주),214,229330BIJ,전문의약품,,,,,,2025-12-24,,,
648903111,2026-01-01,급여,9740,,주사,화이자빈크리스틴황산염주1mg/mL_(2mg/2mL),2,mL/병,한국화이자제약(주),421,248031BIJ,전문의약품,,,,,,2025-12-24,,,
648903201,2026-01-01,급여,5919,,주사,화이자데페록사민메실레이트주500mg_(0.5g/1병),1,병,한국화이자제약(주),392,140701BIJ,전문의약품,,,,,,2025-12-24,,,
648903231,2026-01-01,급여,43926,,주사,화이자카보플라틴주10mg/ml_(0.15g/15mL),15,mL/병,한국화이자제약(주),421,123731BIJ,전문의약품,,,,,,2025-12-24,,,
648903232,2026-01-01,급여,56158,,주사,화이자카보플라틴주10mg/ml_(0.45g/45mL),45,mL/병,한국화이자제약(주),421,123732BIJ,전문의약품,,,,,,2025-12-24,,,
648903233,2026-01-01,급여,63585,,주사,화이자카보플라틴주10mg/ml_(0.6g/60mL),60,mL/병,한국화이자제약(주),421,123734BIJ,전문의약품,,,,,,2025-12-24,,,
648903281,2026-01-01,급여,21413,,주사,화이자시타라빈주_(1g/10mL),10,mL/병,한국화이자제약(주),421,139633BIJ,전문의약품,,,,,,2025-12-24,,,
648903291,2026-01-01,급여,28387,,주사,화이자시타라빈주_(2g/20mL),20,mL/병,한국화이자제약(주),421,139637BIJ,전문의약품,,,,,,2025-12-24,,,
648903303,2026-01-01,급여,145908,,주사,화이자젬시타빈액상주_(젬시타빈염산염/ 2.276002g/52.6mL),52.6,mL/병,한국화이자제약(주),421,164932BIJ,전문의약품,,,,,,2025-12-24,,,
648903311,2026-01-01,급여,1382,,주사,화이자시타라빈주100mg/5ml_(0.1g/5mL),5,mL/병,한국화이자제약(주),421,139631BIJ,전문의약품,,,,,,2025-12-24,,,
648903321,2026-01-01,급여,137534,,주사,엔브렐마이클릭펜주50밀리그램(에타너셉트)_(50mg/1mL),1,mL/펜,한국화이자제약(주),439,455831BIJ,전문의약품,,,,,,2025-12-24,,,
648903700,2026-01-01,급여,113224,,내복,입랜스정75밀리그램(팔보시클립)_(75mg/1정),1,정,한국화이자제약(주),421,655201ATB,전문의약품,,,,,,2025-12-24,,,
648903710,2026-01-01,급여,113224,,내복,입랜스정125밀리그램(팔보시클립)_(0.125g/1정),1,정,한국화이자제약(주),421,655202ATB,전문의약품,,,,,,2025-12-24,,,
648903720,2026-01-01,급여,113224,,내복,입랜스정100밀리그램(팔보시클립)_(0.1g/1정),1,정,한국화이자제약(주),421,655203ATB,전문의약품,,,,,,2025-12-24,,,
648903771,2026-01-01,급여,81578,,주사,자비쎄프타주2g/0.5g(세프타지딤/아비박탐)_(1병),1,병,한국화이자제약(주),612,717000BIJ,전문의약품,,,,,,2025-12-24,,,
648903811,2026-01-01,급여,328198,,주사,엔젤라프리필드펜주60mg(소마트로곤)_(60mg/1.2mL),1.2,mL/펜,한국화이자제약(주),241,723202BIJ,전문의약품,,,,,부신피질호르몬제,2025-12-24,,,
648903821,2026-01-01,급여,131280,,주사,엔젤라프리필드펜주24mg(소마트로곤)_(24mg/1.2mL),1.2,mL/펜,한국화이자제약(주),241,723201BIJ,전문의약품,,,,,부신피질호르몬제,2025-12-24,,,
648903881,2026-01-01,급여,39402,,주사,타이가실주(타이제사이클린)_(50mg/1병),1,병,한국화이자제약(주),618,495301BIJ,전문의약품,,,,,,2025-12-24,,,
649001240,2026-01-01,급여,90,,내복,파티스렌정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,풍림무약(주),232,430101ATB,전문의약품,,,,,,2025-12-24,,,2015-07-25
649001460,2026-01-01,급여,907,,내복,라비파정20밀리그램(라베프라졸나트륨)_(20mg/1정),1,정,풍림무약(주),232,222202ATE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649001540,2026-01-01,급여,882,,내복,도네페질원정10밀리그램(도네페질염산염수화물)_(10.43mg/1정),1,정,풍림무약(주),119,148601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649001550,2026-01-01,급여,588,,내복,도네페질원정5밀리그램(도네페질염산염수화물)_(5.215mg/1정),1,정,풍림무약(주),119,148602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649001711,2026-01-01,급여,746,,외용,엔스포린점안액0.05%(사이클로스포린)(1회용)_(0.2mg/0.4mL),0.4,mL/관,풍림무약(주),131,475130COS,전문의약품,,,,,,2025-12-24,,,
649001830,2026-01-01,급여,149,,내복,파티스렌에스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정),1,정,풍림무약(주),232,430102ATB,전문의약품,,,,,,2025-12-24,,,
649002310,2026-01-01,급여,658,,내복,젠빅사정10밀리그램(메만틴염산염)_(10mg/1정),1,정,풍림무약(주),119,190001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649002411,2026-01-01,급여,27426,,주사,히아렌주(프리필드)(히알루론산나트륨)_(12.75mg/0.85mL),0.85,mL/관,풍림무약(주),131,530032BIJ,전문의약품,,,,,,2025-12-24,,,
649102330,2026-01-01,급여,3845,,내복,바이크로정(팜시클로비르)_(0.25g/1정),1,정,한국휴텍스제약(주),629,157201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649104501,2026-01-01,급여,442,,내복,실버세린시럽(콜린알포세레이트)_(0.4g/8mL),8,mL/포,한국휴텍스제약(주),119,138104ASY,전문의약품,,,,,,2025-12-24,,,
649104560,2026-01-01,급여,149,,내복,휴티렌투엑스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정),1,정,한국휴텍스제약(주),232,430102ATB,전문의약품,,,,,,2025-12-24,,,
649104771,2026-01-01,급여,23188,,외용,뷰티네일라카(아모롤핀염산염)_(0.2787g/5mL),5,mL/병,한국휴텍스제약(주),265,107833CLQ,일반의약품,,,,,,2025-12-24,,,
649106130,2026-01-01,급여,90,,내복,휴티렌원정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,한국휴텍스제약(주),232,430101ATB,전문의약품,,,,,,2025-12-24,,,
649500521,2026-01-01,급여,14174,,주사,렉타신주(레보플록사신수화물)_(0.51246g/100mL),100,mL/병,유니메드제약(주),629,183234BIJ,전문의약품,,,,,,2025-12-24,,,
649501251,2026-01-01,급여,1152,,주사,아디칸주사액250밀리그람(아미카신황산염)(수출명:유니디칸주)_(0.25g/2mL),2,mL/앰플,유니메드제약(주),612,106831BIJ,전문의약품,,,,,,2025-12-24,,,
649501261,2026-01-01,급여,2030,,주사,아디칸주사액500밀리그람(아미카신황산염)(수출명:황산아미카신주500밀리그람/ 유니카신주500밀리그람/ 유카젝트500밀리그람/ 유니디칸주)_(0.5g/2mL),2,mL/앰플,유니메드제약(주),612,106833BIJ,전문의약품,,,,,,2025-12-24,,,
649501881,2026-01-01,급여,997,,주사,오스베타주2밀리리터(디클로페낙베타디메틸아미노에탄올)_(90mg/2mL),2,mL/앰플,유니메드제약(주),114,143631BIJ,전문의약품,,,,,,2025-12-24,,,
649502741,2026-01-01,급여,6002,,주사,유니제돈주(세파제돈나트륨)(수출명: 유-제돈주)_(1g/1병),1,병,유니메드제약(주),618,130001BIJ,전문의약품,,,,,,2025-12-24,,,
649503671,2026-01-01,급여,1987,,주사,참시티콜린주(시티콜린)(수출명: 유시틸주/ 참시틸주)_(0.5g/2mL),2,mL/앰플,유니메드제약(주),219,134631BIJ,전문의약품,,,,,,2025-12-24,,,
649504440,2026-01-01,급여,976,,내복,폴라리스정(아미설프리드)_(0.4g/1정),1,정,유니메드제약(주),117,420002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649505120,2026-01-01,급여,90,,내복,유틸린정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,유니메드제약(주),232,430101ATB,전문의약품,,,,,,2025-12-24,,,2015-07-25
649506050,2026-01-01,급여,377,,내복,폴라리스정100밀리그램(아미설피리드)_(0.1g/1정),1,정,유니메드제약(주),117,420003ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649507971,2026-01-01,급여,11465,,주사,세라빈씨주(바이알)(돼지뇌펩티드)_(4.304g/20mL),20,mL/병,유니메드제약(주),399,130232BIJ,전문의약품,,,,,,2025-12-24,,,
649508161,2026-01-01,급여,5548,,외용,유니알디스포점안액0.15%(히알루론산나트륨)_(15mg/10mL),10,mL/병,유니메드제약(주),131,530037COS,전문의약품,,,,,,2025-12-24,,,
649601420,2026-01-01,급여,657,,내복,심바스테롤정20밀리그람(심바스타틴)_(20mg/1정),1,정,대우제약(주),218,227801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649602604,2026-01-01,급여,5131,,외용,프레드니론점안액(프레드니솔론아세테이트)_(0.1g/10mL),10,mL/병,대우제약(주),131,217132COS,전문의약품,,,,,,2025-12-24,,,
649604520,2026-01-01,급여,90,,내복,위스틸정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,대우제약(주),232,430101ATB,전문의약품,,,,,,2025-12-24,,,
649606050,2026-01-01,급여,1084,,내복,리록사반정15밀리그램(리바록사반)_(15mg/1정),1,정,대우제약(주),333,511402ATB,전문의약품,,,,,,2025-12-24,,,
649606060,2026-01-01,급여,1073,,내복,리록사반정10밀리그램(리바록사반)_(10mg/1정),1,정,대우제약(주),333,511401ATB,전문의약품,,,,,,2025-12-24,,,
649606070,2026-01-01,급여,1099,,내복,리록사반정20밀리그램(리바록사반)_(20mg/1정),1,정,대우제약(주),333,511403ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649606521,2026-01-01,급여,701,0,외용,브리모점안액(브리모니딘타르타르산염)(1회용)_(0.45mg/0.3mL),0.3,mL/관,대우제약(주),131,118434COS,전문의약품,,,,,,2025-12-24,,,
649701840,2026-01-01,급여,768,,내복,슈프레가CR서방정150밀리그램(프레가발린)_(0.15g/1정),1,정,지엘파마(주),119,480402ATR,전문의약품,,,,,,2025-12-24,,,
649703070,2026-01-01,급여,106,,내복,지소렌정[애엽이소프로판올연조엑스(20→1)]_(60mg/1정),1,정,지엘파마(주),232,621701ATB,전문의약품,,,,,,2025-12-24,,,
649800311,2026-01-01,급여,920,,주사,디크놀주사2밀리리터(디클로페낙β-디메틸아미노에탄올)_(90mg/2mL),2,mL/앰플,명문제약(주),114,143631BIJ,전문의약품,,,,,,2025-12-24,,,
649800951,2026-01-01,급여,939,,주사,명문메토카르바몰1그람주사_(1g/10mL),10,mL/병,명문제약(주),122,192031BIJ,전문의약품,,,,,,2025-12-24,,,
649801153,2026-01-01,급여,5344,,주사,명문세프트리악손나트륨수화물주사1g_(1g/1병),1,병,명문제약(주),618,128801BIJ,전문의약품,,,,,,2025-12-24,,,
649801210,2026-01-01,급여,632,,내복,명문심바스타틴정_(20mg/1정),1,정,명문제약(주),218,227801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649801271,2026-01-01,급여,3647,,주사,명문도부타민염산염주사 (수출명 : 두민주사(Dumin Inj.))_(0.2803g/5mL),5,mL/앰플,명문제약(주),211,148230BIJ,전문의약품,,,,,,2025-12-24,,,
649801321,2026-01-01,급여,1708,,주사,명문염산부피바카인주0.25%_(50mg/20mL),20,mL/병,명문제약(주),121,120131BIJ,전문의약품,,,,,,2025-12-24,,,
649801341,2026-01-01,급여,1928,,주사,명문염산부피바카인헤비주사0.5%(수출명: ALCAINE(Bupivacaine·HCl Heavy Inj 0.5%)_(21.12mg/4mL),4,mL/앰플,명문제약(주),121,120130BIJ,전문의약품,,,,,,2025-12-24,,,
649801421,2026-01-01,급여,1624,,주사,명문이노판주(도파민염산염)_(0.2g/5mL),5,mL/앰플,명문제약(주),219,148731BIJ,전문의약품,,,,,,2025-12-24,,,
649801721,2026-01-01,급여,814,,주사,미다컴주15밀리그람(미다졸람)_(15mg/3mL),3,mL/앰플,명문제약(주),112,195232BIJ,전문의약품,,생동(사후통보),,,향정신성의약품,2025-12-24,,,
649802640,2026-01-01,급여,607,,내복,유로나정(프로피베린염산염)_(20mg/1정),1,정,명문제약(주),259,219702ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649802950,2026-01-01,급여,1163,,내복,크래리신정500밀리그램(클래리트로마이신)_(0.5g/1정),1,정,명문제약(주),619,134904ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649803170,2026-01-01,급여,884,,내복,토파민정(토피라메이트)_(0.1g/1정),1,정,명문제약(주),113,241801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649803280,2026-01-01,급여,7763,,주사,티펨주500밀리그람_(1병),1,병,명문제약(주),618,329400BIJ,전문의약품,,,,,,2025-12-24,,,
649803310,2026-01-01,급여,405,,내복,판토시드정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정),1,정,명문제약(주),232,208802ATE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649803871,2026-01-01,급여,7337,,주사,명문시프로플록사신주사_(0.2g/100mL/병),100,mL/병,명문제약(주),629,134134BIJ,전문의약품,,,,,,2025-12-24,,,
649804050,2026-01-01,급여,3580,,내복,본필정70밀리그램(알렌드론산나트륨수화물)_(91.37mg/1정),1,정,명문제약(주),399,228303ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649804301,2026-01-01,급여,7337,,주사,명문시프로플록사신주사_(0.2g/100mL/백),100,mL/백,명문제약(주),629,134134BIJ,전문의약품,,,,,,2025-12-24,,,
649804340,2026-01-01,급여,4306,,내복,본넬정35밀리그램(리세드론산나트륨2.5수화물)_(40.17mg/1정),1,정,명문제약(주),399,442302ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649804350,2026-01-01,급여,70,,내복,마이칼디정_(1정),1,정,명문제약(주),321,503100ATB,일반의약품,,,,,,2025-12-24,,,
649804370,2026-01-01,급여,447,,내복,에스토람정10밀리그램(에스시탈로프람옥살산염)_(12.77mg/1정),1,정,명문제약(주),117,474802ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649804381,2026-01-01,급여,4622,,주사,오트론주(온단세트론염산염수화물)(수출명:명문온단세트론주사)_(5mg/2mL),2,mL/앰플,명문제약(주),235,204630BIJ,전문의약품,,,,,,2025-12-24,,,
649804391,2026-01-01,급여,5470,,주사,오트론주(온단세트론염산염수화물)(수출명:명문온단세트론주사)_(10mg/4mL),4,mL/앰플,명문제약(주),235,204631BIJ,전문의약품,,,,,,2025-12-24,,,
649805050,2026-01-01,급여,18678,,내복,본넬정150밀리그램(리세드론산나트륨일수화물)_(0.1589g/1정),1,정,명문제약(주),399,442330ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
649805171,2026-01-01,급여,4959,,주사,훼모럼주(수산화제이철수크로오스복염)_(2.7g/5mL),5,mL/앰플,명문제약(주),322,359730BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
649805331,2026-01-01,급여,3527,,주사,로큐론주(로쿠로늄브롬화물)_(50mg/5mL),5,mL/병,명문제약(주),122,224731BIJ,전문의약품,,,,,,2025-12-24,,,
649805341,2026-01-01,급여,19790,,주사,로이코소듐주5%(폴리네이트나트륨)_(0.21856g/4mL),4,mL/병,명문제약(주),392,566132BIJ,전문의약품,,,,,,2025-12-24,,,
649805471,2026-01-01,급여,14936,,주사,명문플루마제닐주0.5밀리그램(플루마제닐)_(0.5mg/5mL),5,mL/앰플,명문제약(주),392,160431BIJ,전문의약품,,,,,,2025-12-24,,,
649806111,2026-01-01,급여,28501,,주사,로이코소듐주5%(폴리네이트나트륨)_(0.38248g/7mL),7,mL/병,명문제약(주),392,566134BIJ,전문의약품,,,,,,2025-12-24,,,
649806200,2026-01-01,급여,1147,,내복,명문클로피도그렐정(클로피도그렐황산수소염)_(97.875mg/1정),1,정,명문제약(주),218,136901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
